text,text_cleaned,length,true_label,true_name,lr_pred,lr_conf,bilstm_pred,bilstm_conf,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate,lr_correct,bilstm_correct,phobert_correct
Đéo BTW gì về cô nói cô chẵn  ??,đéo btw gì về cô nói cô chẵn,8,0,CLEAN,1,0.7929,0,0.5148,1,0.9922,0.0035,0.9922,0.0042,False,True,False
Huhu toang,buồn toang,2,1,OFFENSIVE,0,0.664,1,0.4651,0,0.9921,0.9921,0.0055,0.0024,False,True,False
Lại sống như rau dền :)))),lại sống như rau dền,5,1,OFFENSIVE,1,0.6694,1,0.5698,0,0.9921,0.9921,0.005,0.0029,True,True,False
Căng đétt :)))),căng đétt,2,0,CLEAN,0,0.9431,0,0.5781,1,0.9921,0.0039,0.9921,0.004,True,True,False
dm áo vú =)),dm áo vú,3,0,CLEAN,1,0.999,1,0.8321,1,0.9921,0.0031,0.9921,0.0048,False,False,False
k rãnh loz làm gì lên xem abe,không rãnh loz làm gì lên xem abe,8,2,HATE,2,0.4535,1,0.5494,1,0.9921,0.0041,0.9921,0.0038,True,False,False
Trân Dân.mày vê VN tao sē Công Đâu Mày....Nhơ lơi tao nói...Thương bé lăm,trân dân mày vê vn tao s công_đâu mày nhơ lơi_tao nói thương_bé lăm,14,2,HATE,2,0.8498,2,0.9591,0,0.992,0.992,0.0022,0.0058,True,True,False
Đem ra bắn ngay cái thể loại ấy,đem ra bắn ngay cái thể_loại ấy,7,2,HATE,1,0.6002,1,0.6567,1,0.992,0.0044,0.992,0.0036,False,False,False
Cái mặt là nhìn dell ưa nổi với bị nứng lâu năm,cái mặt là nhìn dell_ưa nổi với bị nứng lâu năm,11,2,HATE,1,0.8959,2,0.7357,1,0.992,0.0029,0.992,0.0051,False,True,False
đm biết cái gương đó là tiền ai mua không mà dám cắt =)) đm thằng nào cắt kính,đm biết cái gương đó là tiền ai mua không mà dám cắt đm thằng nào cắt kính,18,2,HATE,2,0.6321,2,0.8973,1,0.992,0.0042,0.992,0.0038,True,True,False
Đrr á🤣🤣,đrr á,2,0,CLEAN,0,0.8883,0,0.6062,1,0.9919,0.0034,0.9919,0.0047,True,True,False
chịchhhhh,chịch,1,0,CLEAN,1,0.9796,1,0.5175,1,0.9919,0.0036,0.9919,0.0045,False,False,False
Củ kỉ xấu xí để mầm chi,củ_kỉ xấu_xí để mầm chi,5,1,OFFENSIVE,0,0.912,0,0.6607,0,0.9919,0.9919,0.0047,0.0034,False,False,False
Gan vđ,gan vđ,2,0,CLEAN,1,0.8978,1,0.5214,1,0.9918,0.0045,0.9918,0.0037,False,False,False
Nát bét bè bẹt 🤣,nát bét bè bẹt,4,0,CLEAN,1,0.9665,1,0.5006,1,0.9918,0.0042,0.9918,0.004,False,False,False
Lại Hợp Sâm clm đến v thì /ff,lại hợp sâm clm đến vậy thì ff,8,2,HATE,1,0.9833,1,0.8382,1,0.9918,0.005,0.9918,0.0032,False,False,False
Làm ng tốt mà còn bị tù :)))),làm ng tốt mà_còn bị tù,6,0,CLEAN,1,0.7174,1,0.5362,1,0.9917,0.0043,0.9917,0.004,False,False,False
Toang thực sự 😐,toang thực_sự,2,1,OFFENSIVE,0,0.8866,0,0.6749,0,0.9917,0.9917,0.0059,0.0024,False,False,False
Nhạc bắt tay vai lon,nhạc bắt_tay vai lon,4,0,CLEAN,1,0.984,1,0.6879,1,0.9917,0.0042,0.9917,0.0041,False,False,False
Gặp lol xỉu 3 ngày,gặp lol xỉu 3 ngày,5,0,CLEAN,0,0.4309,0,0.5033,1,0.9916,0.0048,0.9916,0.0036,True,True,False
lol,lol,1,0,CLEAN,1,0.806,1,0.5802,1,0.9916,0.0032,0.9916,0.0052,False,False,False
"Đơn giản đó là người SG, chứ ko phải người Tp.HCM(Đa số bake)",đơn_giản đó là người sg chứ không phải người tp hcm đa_số bake,13,2,HATE,2,0.679,2,0.6591,0,0.9916,0.9916,0.0019,0.0066,True,True,False
"đục not ""đụt"" :3",đục not đụt 3,4,0,CLEAN,0,0.5008,0,0.7607,1,0.9915,0.0031,0.9915,0.0055,True,True,False
nó chơi luật rừng thì mình chơi luật rừng! mạng đổi mạng! đéo phải nói nhiều! Bức xúc làm cc gì,nó chơi luật rừng thì mình chơi luật rừng_mạng đổi_mạng đéo phải nói nhiều bức_xúc làm cc gì,18,2,HATE,1,0.8191,1,0.6385,1,0.9915,0.0036,0.9915,0.0049,False,False,False
:DD,dd,1,0,CLEAN,0,0.9875,0,0.4972,1,0.9915,0.004,0.9915,0.0044,True,True,False
Bú bóng cao su ha gì cười ghê z abe :)),bú bóng cao_su ha gì cười ghê_vậy abe,8,2,HATE,2,0.5647,2,0.672,0,0.9915,0.9915,0.0063,0.0022,True,True,False
20-10 vui vẻ con bóng sadec:)),20 10 vui_vẻ con bóng sadec,6,1,OFFENSIVE,0,0.5475,0,0.6384,0,0.9914,0.9914,0.0024,0.0062,False,False,False
Xạo có tiếng :)) haha,xạo có tiếng vui,4,0,CLEAN,1,0.9599,1,0.4786,1,0.9914,0.0027,0.9914,0.0059,False,False,False
Mông lung như 1 trò đùa,mông lung_như 1 trò đùa,5,0,CLEAN,0,0.9113,0,0.5438,1,0.9913,0.0047,0.9913,0.004,True,True,False
Đm crush :),đm crush,2,2,HATE,1,0.9653,1,0.6855,1,0.9913,0.0051,0.9913,0.0035,False,False,False
Xạo l,xạo l,2,2,HATE,1,0.9237,1,0.5733,1,0.9913,0.0027,0.9913,0.006,False,False,False
Cho cục gạch vào cái kính,cho cục gạch vào cái kính,6,1,OFFENSIVE,0,0.6611,0,0.6109,0,0.9912,0.9912,0.0033,0.0054,False,False,False
"Cánh hoa ở hàn quốc thôi, về việt nam nó là cái l** đấy 🤣🤣🤣🤣",cánh hoa ở hàn_quốc thôi về việt_nam nó là cái l đấy,12,0,CLEAN,0,0.6126,1,0.4319,1,0.9912,0.0045,0.9912,0.0043,True,False,False
"Có ai tự nhiên lên phường , rồi đi tự tử trên ấy không ? Giờ thằng nào con nào , muốn tự tự thì cứ việc lên phường cho nó gọn . Đỡ bị mất tài sản , với lại người nhà cũng dễ tìm nhá . chứ đừng có ra cầu rồi nhảy nghe hôn .",có ai tự_nhiên lên phường rồi đi tự_tử trên ấy không giờ thằng nào con nào muốn tự tự thì cứ_việc lên phường cho nó gọn_đỡ bị mất tài_sản với_lại người_nhà cũng dễ tìm nhá chứ đừng có ra cầu rồi nhảy nghe hôn,44,1,OFFENSIVE,0,0.441,2,0.5137,0,0.9912,0.9912,0.0051,0.0037,False,False,False
"Một câu chuyện cổ tích rất hay được sáng tác bởi công an Việt Nam. Giỏi lắm các chiến sĩ vì nước quên dân, vì thân phục vụ.",một câu_chuyện cổ_tích rất hay được sáng_tác bởi công_an việt_nam giỏi lắm các chiến_sĩ vì nước quên dân vì thân phục_vụ,21,2,HATE,0,0.8911,0,0.4611,0,0.9911,0.9911,0.0021,0.0069,False,False,False
Ôi cát mẹt của bả,ôi cát mẹt của bả,5,1,OFFENSIVE,0,0.7353,0,0.3438,0,0.9911,0.9911,0.0041,0.0048,False,False,False
🤦‍♀️😪 mạng mẽo như cức chỗ các bác có v không,mạng mẽo như cức chỗ các bác có vậy không,10,0,CLEAN,0,0.7042,1,0.5392,1,0.9911,0.0037,0.9911,0.0052,True,False,False
di lam tu thien ma chui vay thi cong duc dau con nua,di_lam tu_thien ma chui vay thi cong duc dau con nua,11,0,CLEAN,1,0.6371,0,0.4721,1,0.9911,0.004,0.9911,0.005,False,True,False
Nguyễn Đức nhìn dị vcđ ra đẹp đ đâu,nguyễn_đức nhìn dị_vcđ ra đẹp đ đâu,7,0,CLEAN,0,0.8908,1,0.8271,1,0.991,0.0058,0.991,0.0032,True,False,False
Miện giống lôm trâu,miện giống lôm trâu,4,1,OFFENSIVE,1,0.7427,1,0.5627,0,0.991,0.991,0.0046,0.0044,True,True,False
Đừng cố biện minh =)))) choi lon,đừng cố biện_minh choi lon,5,0,CLEAN,2,0.5441,0,0.5051,1,0.991,0.0034,0.991,0.0056,False,True,False
Sáng mắt chưa Nhung :),sáng_mắt chưa nhung,3,2,HATE,0,0.8437,0,0.4992,0,0.991,0.991,0.0046,0.0045,False,False,False
Giống abe vailon,giống abe vailon,3,0,CLEAN,1,0.9587,1,0.7297,1,0.991,0.0032,0.991,0.0058,False,False,False
"Yên tâm về Việt Nam thành phế vật ngay ae ạ . Nước ngoài nó chỉ có fuck you , oh shit ... còn về Việt Nam thì k đc đmm thì đcmm hoặc độu má m ... phế chắc chắn 🤣🤣🤣",yên_tâm về việt_nam thành phế_vật ngay ae ạ nước_ngoài nó chỉ có fuck you oh shit còn về việt_nam thì không được đmm thì đcmm hoặc độu má mày phế chắc_chắn,31,1,OFFENSIVE,2,0.8227,2,0.6475,2,0.9909,0.005,0.0041,0.9909,False,False,False
Cái lồn má toàn danh hài thế này :v,cái lồn má toàn_danh hài thế_này vậy,7,0,CLEAN,1,0.9399,1,0.6,1,0.9909,0.0052,0.9909,0.0038,False,False,False
Mình đang tìm một con bò đặc điểm nhận dạng nó kêu cực kì thuyết phục nha có hậu tạ :;),mình đang tìm một con bò đặc_điểm nhận_dạng nó kêu cực_kì thuyết_phục_nha có_hậu tạ,14,1,OFFENSIVE,2,0.9129,2,0.8569,2,0.9909,0.0053,0.0039,0.9909,False,False,False
Thoi bot xam lom di nhin cach an mac beo qua dzo,thoi bot xam lom di_nhin cach an_mac beo qua dzo,10,1,OFFENSIVE,2,0.5706,1,0.3469,2,0.9908,0.0046,0.0046,0.9908,False,True,False
Quang Minh xạo lồn vừa phải 🤣🤣🤣,quang_minh xạo_lồn vừa_phải,3,0,CLEAN,2,0.981,2,0.5653,2,0.9908,0.0047,0.0045,0.9908,False,False,False
MinhHieu đại chó nó dao làm người đừng làm chỗ chỗ,minhhieu đại chó nó dao làm người đừng làm chỗ chỗ,11,0,CLEAN,1,0.9367,2,0.6406,2,0.9908,0.0045,0.0047,0.9908,False,False,False
"Đang chuẩn bị họp, 1 ông người tàu bước vào phòng,,, búng tay cái ""póc"" 10 thằng tàu nhỏ vác 10 cái vali tiền vào phát cho 1 bộ trưởng 1 cái ... "" mấy lỉ ăn đi và im mồm dùm bọn ngộ"" !",đang chuẩn_bị họp 1 ông người tàu bước vào phòng búng tay cái póc 10 thằng tàu nhỏ_vác 10 cái vali tiền vào phát cho 1 bộ_trưởng 1 cái mấy lỉ ăn đi và im_mồm dùm bọn ngộ,38,0,CLEAN,2,0.9918,2,0.8726,2,0.9907,0.0054,0.0039,0.9907,False,False,False
t khép đít lạy m!,tao khép đít lạy mày,5,2,HATE,1,0.6416,1,0.6756,0,0.9907,0.9907,0.0047,0.0046,False,False,False
Đtr v~,đtr vậy,2,0,CLEAN,0,0.8542,0,0.6228,1,0.9907,0.0061,0.9907,0.0032,True,True,False
Cái mỏ i chang cá lóc lun,cái mỏ i_chang cá_lóc lun,5,0,CLEAN,2,0.5132,1,0.5218,1,0.9906,0.0033,0.9906,0.0061,False,False,False
🙂🙂gửi mấy con bò,gửi mấy con bò,4,1,OFFENSIVE,2,0.9604,2,0.643,2,0.9906,0.0051,0.0043,0.9906,False,False,False
Rồi sao mày làm đc củ c gì ... hay viết đọc cho hay?,rồi sao mày làm được củ c gì hay viết đọc cho_hay,12,2,HATE,0,0.8874,0,0.816,0,0.9906,0.9906,0.0049,0.0045,False,False,False
Khi bạn muốn bợ đít ai đó nhưng bạn không có não. Ngu như lợn nhưng vẫn làm báo Đảng đĩ.,khi bạn muốn_bợ đít ai đó nhưng bạn không có não_ngu như lợn nhưng vẫn làm báo đảng_đĩ,18,1,OFFENSIVE,2,0.9283,2,0.9166,2,0.9906,0.0054,0.0041,0.9906,False,False,False
D' Đức d hiểu nhìn cái hình là cừ ỉa,d đức_d hiểu nhìn cái hình là cừ ỉa,9,0,CLEAN,1,0.8789,1,0.7871,1,0.9906,0.006,0.9906,0.0034,False,False,False
Con bóng sadec =]],con bóng sadec,3,0,CLEAN,2,0.7069,2,0.5062,2,0.9906,0.0048,0.0045,0.9906,False,False,False
Chỉ có óc chó mới nghe giặc tàu,chỉ có óc chó mới nghe giặc tàu,8,1,OFFENSIVE,2,0.987,2,0.8492,2,0.9906,0.0051,0.0043,0.9906,False,False,False
Lol này cây vô đầu nó mới sợ :),lol này cây vô_đầu nó mới sợ,7,0,CLEAN,2,0.8745,2,0.8173,2,0.9906,0.005,0.0044,0.9906,False,False,False
Anh ba láo nháo là Tú xiên giờ,anh ba láo_nháo là tú_xiên giờ,6,0,CLEAN,2,0.8149,0,0.3989,2,0.9905,0.0052,0.0042,0.9905,False,True,False
Lại thêm một con khoác lác,lại thêm một con khoác lác,6,0,CLEAN,2,0.5772,2,0.4188,2,0.9905,0.005,0.0045,0.9905,False,False,False
Chào thầy ba girl😌nứng vcl,chào thầy ba girl nứng vãi,6,2,HATE,1,0.9665,1,0.7046,1,0.9905,0.0065,0.9905,0.003,False,False,False
Dkm cá chết là do k biết bơi nhá đỏ đo cái loz què̉,dkm cá chê tao là do không biê tao bơi nhá_đo đo cái loz què,15,1,OFFENSIVE,1,0.5048,2,0.6526,2,0.9905,0.0042,0.0053,0.9905,True,False,False
Ông sena kiểu như: clg đang xảy ra vậy :))),ông sena kiểu như clg đang xảy ra vậy,9,0,CLEAN,2,0.5398,2,0.5796,2,0.9905,0.0055,0.004,0.9905,False,False,False
Like và cm tụi nó ăn được hay sao mà ham hố vậy trời. Lũ điên,like và cm tụi nó ăn được hay sao mà ham hố vậy trời lũ điên,16,1,OFFENSIVE,0,0.503,2,0.6067,2,0.9905,0.0048,0.0047,0.9905,False,False,False
Này khẩu phật tâm xà,này khẩu phật_tâm xà,4,1,OFFENSIVE,0,0.8679,0,0.5747,0,0.9904,0.9904,0.0028,0.0068,False,False,False
"m lảm nhảm cái đéo gì thế, sai lè còn cãi, ở Việt Nam! cái hay nhất nhà chối tội đổ lỗi thanh minh, từ thằng quan tới thằng dân, sai lè thế kia mà còn lái đi đâu đâu để cãi, chúng mày vác cái đth sương chúng m, còn dân Việt Nam! bên đó với nhưng ng sau này sẽ qua thì sao?",mày lảm nhảm cái đéo gì thế sai lè còn cãi ở việt_nam cái hay nhất nhà chối_tội đổ lỗi thanh_minh từ thằng quan tới thằng dân sai lè thế kia mà_còn lái đi đâu_đâu để cãi chúng_mày vác cái đth sương chúng_mày còn dân việt_nam bên đó với nhưng ng sau_này sẽ qua thì sao,56,1,OFFENSIVE,2,0.9886,2,0.9353,2,0.9904,0.0056,0.004,0.9904,False,False,False
Tốt nhất là giết bỏ đi vài thành phần óc chó đó là vừa,tốt nhất là giết bỏ đi vài thành_phần óc chó đó là vừa,13,1,OFFENSIVE,1,0.6906,2,0.7584,2,0.9904,0.0049,0.0046,0.9904,True,False,False
Táng chết cha tụi mày lũ học trò l :)),táng chết cha tụi mày lũ học_trò l,8,0,CLEAN,2,0.9947,2,0.9415,2,0.9904,0.0048,0.0048,0.9904,False,False,False
Người có 500tr giúp cái người k có 500tr 😂 đm,người có 500 tr giúp cái người không có 500 tr đm,12,0,CLEAN,1,0.9932,1,0.6511,1,0.9904,0.0049,0.9904,0.0047,False,False,False
dm éo học thì làm cc gì biết chữ,dm em o ho c thi_la mày cc gi biê tao chư,12,1,OFFENSIVE,1,0.92,2,0.7765,2,0.9904,0.0057,0.004,0.9904,True,False,False
Hèn gì chúng nó chỉ dám nói là ko có liên quan. Cái địt mẹ mấy thằng lớn,hèn gì chúng_nó chỉ dám nói là không có liên_quan cái địt mẹ mấy thằng lớn,16,1,OFFENSIVE,2,0.9978,2,0.9339,2,0.9903,0.0054,0.0043,0.9903,False,False,False
Cứ như thế này thì duyệt mẹ đi cho nhanh 😀,cứ như thế_này thì duyệt mẹ đi cho nhanh,9,0,CLEAN,1,0.9578,1,0.7866,1,0.9903,0.0062,0.9903,0.0035,False,False,False
Cứ như thế này thì duyệt mẹ đi cho nhanh 😀,cứ như thế_này thì duyệt mẹ đi cho nhanh,9,0,CLEAN,1,0.9578,1,0.7866,1,0.9903,0.0062,0.9903,0.0035,False,False,False
thứ gì á mốt làm v nữa thì chắc ăn đập,thứ gì á_mốt làm_vậy nữa thì chắc_ăn đập,8,0,CLEAN,0,0.6932,0,0.4989,1,0.9903,0.005,0.9903,0.0046,True,True,False
"Lê Trọng Nghĩa Phục làm gì bạn? Phục xong về hít bụi mịn, ăn đồ trộn hoá chất, hộ chiếu chỉ đi được Châu Phi với Đông Nam Á như bạn hả?",lê_trọng_nghĩa_phục làm gì bạn_phục xong về hít bụi mịn ăn_đồ trộn hóa chất hộ_chiếu chỉ đi được châu_phi với đông nam_á như bạn hả,24,1,OFFENSIVE,2,0.5702,1,0.4166,2,0.9903,0.0062,0.0035,0.9903,False,True,False
Nhìn tội vl =))),nhìn tội vãi,3,0,CLEAN,1,0.9737,1,0.7182,1,0.9903,0.0065,0.9903,0.0032,False,False,False
Mua sắt vụn về làm phương tiện chiến đấu! Đắng lòng,mua sắt vụn về làm phương_tiện chiến_đấu đắng lòng,9,1,OFFENSIVE,0,0.9089,0,0.9827,0,0.9903,0.9903,0.0068,0.0029,False,False,False
Đm nhắn tin ủng hộ thì chịuuuuu =)))),đm nhắn_tin ủng_hộ thì chịuu,5,0,CLEAN,1,0.8488,2,0.4956,1,0.9903,0.0063,0.9903,0.0034,False,False,False
Đẹp trai . Tài năng . Tư duy đỉnh cao . Call team tốt và nhiều phẩm chất tốt khác nữa là những gì thầy đều có . Sena 1 người thầy hoàn hảo . Còn thằng ngu 3 gà thì chịu cái gì cũng k có,đẹp_trai tài_năng tư_duy đỉnh_cao call team tốt và nhiều phẩm_chất tốt khác nữa là những gì thầy đều có sena 1 người thầy hoàn_hảo còn thằng ngu 3 gà thì chịu cái gì cũng không có,36,2,HATE,0,0.8013,2,0.4732,0,0.9903,0.9903,0.0019,0.0078,False,True,False
Mẹ. Mày ko phân biệt đâu là tài năng và phá hoại hả Gin Tama?? Chẳng lẻ mày giỏi hơn thằng khác là mày phải giết nó rôi mày lên làm chủ ak?? Còn gì là luật pháp hả mậy,mẹ mày không phân_biệt đâu là tài_năng và phá_hoại hả gin tama chẳng lẻ_mày giỏi hơn thằng khác là mày phải giết nó rôi mày lên làm chủ ak còn gì là luật_pháp hả mậy,35,0,CLEAN,2,0.9843,2,0.9669,2,0.9903,0.0059,0.0038,0.9903,False,False,False
"thằng dưới thì thấy thế này, chứ đm thằng ad mà làm quan to xem, thử mở mồm ra nói nghĩ cho dân xem nào :)) thanh niên GATO",thằng dưới thì thấy thế_này chứ đm thằng admin mà làm quan to xem thử mở mồm ra nói nghĩ cho dân xem nào thanh_niên ghen ăn_tức ở,28,1,OFFENSIVE,2,0.9922,2,0.9417,2,0.9902,0.0056,0.0042,0.9902,False,False,False
khôn thế thầy lòn :)),khôn_thế thầy lòn,3,0,CLEAN,2,0.9484,2,0.4249,2,0.9902,0.006,0.0038,0.9902,False,False,False
Vải lờ thầy😂😂😂,vải lờ thầy,3,0,CLEAN,2,0.9113,2,0.6427,2,0.9901,0.0057,0.0042,0.9901,False,False,False
Thằng Trung có con *** to lắm,thằng trung có con to lắm,6,1,OFFENSIVE,2,0.9412,2,0.8435,2,0.9901,0.0062,0.0037,0.9901,False,False,False
tuyên giáo mà cha :v,tuyên_giáo mà cha vậy,4,0,CLEAN,2,0.7208,1,0.3934,2,0.9901,0.0057,0.0042,0.9901,False,False,False
Bú mạnh,bú mạnh,2,0,CLEAN,1,0.8946,1,0.5705,1,0.9901,0.0047,0.9901,0.0052,False,False,False
Bú l ngọc Trinh sẽ tinh,bú l ngọc_trinh sẽ tinh,5,2,HATE,2,0.8705,2,0.7027,1,0.99,0.0026,0.99,0.0073,True,True,False
Bọn đức mặc quần áo lính băn tỉa thì sao ko thấy ai nói nhỉ,bọn đức_mặc quần_áo lính băn_tỉa thì sao không thấy ai nói nhỉ,12,0,CLEAN,2,0.7247,2,0.9055,2,0.99,0.0057,0.0043,0.99,False,False,False
Nó lại dễ vl anh ạ,nó lại dễ vãi anh ạ,6,1,OFFENSIVE,1,0.6862,1,0.6583,0,0.99,0.99,0.0076,0.0024,True,True,False
Anh vừa nói cc gì vậy Abe :D??,anh vừa nói cc gì vậy abe d,8,0,CLEAN,2,0.9093,1,0.538,2,0.99,0.0061,0.004,0.99,False,False,False
giống lão gà mên teong là xì trum vl,giống lão gà mên teong là xì trum vãi,9,2,HATE,0,0.5631,1,0.4296,0,0.99,0.99,0.005,0.005,False,False,False
Ong Tran Dan lam Tong Thong Viet Nam cho dan nga ngua dfo. Mot la gia 2...... Gia roi de cho lop tre no len nam quyen dNG  CHUNG NO DU NHAN TAI VE GIUP DO XAY D7UNG  vIET nAM.,ong tran dan lam_tong thong_viet nam cho dan nga ngua dfo mot la_gia 2 gia_roi de cho lop tre no len_nam quyen dng chung no du_nhan_tai ve_giup do xay d7ung viet nam,32,0,CLEAN,2,0.7414,2,0.8249,2,0.9899,0.0063,0.0038,0.9899,False,False,False
"Nhân loại giờ đây giảm bớt ác mộng rồi, chỉ còn góc châu Á còn ác mộng thôi.",nhân_loại giờ_đây giảm bớt ác_mộng rồi chỉ còn góc châu_á còn ác_mộng thôi,13,2,HATE,0,0.5121,0,0.4529,0,0.9899,0.9899,0.0031,0.007,False,False,False
đảng cộng sản cho quan tham nhũng :3,đa ng cô ng sa_n cho quan tham_nhu ng 3,10,0,CLEAN,2,0.7358,0,0.9368,2,0.9899,0.0063,0.0038,0.9899,False,True,False
"Chi bà nhiều tiền thì đi làm từ thiện,còn ơ đó nói tục tiểu, giơ bẩn. Làm nhục người vn trên thế giới. Làm bai hoại nền văn hóa vn. Xin yêu các cấp có thẩm quyền vào cuộc sử lý.",chi bà nhiều tiền thì đi làm từ_thiện còn ơ đó nói_tục tiểu_giơ bẩn làm_nhục người vn trên thế_giới làm bai_hoại nền văn_hóa vn xin yêu các cấp có thẩm_quyền vào_cuộc sử_lý,32,0,CLEAN,2,0.9066,2,0.8613,2,0.9899,0.0063,0.0038,0.9899,False,False,False
Xh gìơ lợi dụng nhau mà sống đi. :),xh giờ lợi_dụng nhau mà sống đi,7,0,CLEAN,0,0.8365,1,0.7008,1,0.9898,0.0065,0.9898,0.0036,True,False,False
mắc mợt á :<,mắc mợt á,3,0,CLEAN,1,0.8159,0,0.4866,1,0.9898,0.0074,0.9898,0.0028,False,True,False
T làm thế đâu... Thằng ad vớ vẩn :v,tao làm thế đâu thằng admin vớ vẩn vậy,9,0,CLEAN,1,0.5246,2,0.7023,2,0.9898,0.0063,0.0039,0.9898,False,False,False
abe ochco =))),abe ochco,2,2,HATE,0,0.7831,0,0.5253,0,0.9898,0.9898,0.0068,0.0035,False,False,False
abe ochco =))),abe ochco,2,2,HATE,0,0.7831,0,0.5253,0,0.9898,0.9898,0.0068,0.0035,False,False,False
Hoàng Văn Thuận nên xử bắn hed,hoàng văn_thuận nên xử bắn hed,6,1,OFFENSIVE,0,0.9004,0,0.8884,0,0.9897,0.9897,0.0025,0.0078,False,False,False
"Người tinh không bằng Trời tính. Nhân quả nhãn tiến. Ác giả ác báo. Bọn Truyền thông THổ TẢ và phe dân chửi mưu gian. lừa phỉnh sẽ bị lật măt gian manh .Ý dân là ý trời.Bọn người gian tham , phá thai, giết hàng tri65u sinh linh sẽ bị Trời diệt. Yêu thương ,bác ái, từ bi sẽ mãi mãi được mọi người tử tế phát huy.",người tinh không bằng trời tính nhân_quả nhãn tiến_ác giả_ác báo bọn truyền_thông thổ_tả và phe_dân chửi mưu_gian lừa_phỉnh sẽ bị lật măt gian_manh ý_dân là ý_trời bọn người gian tham_phá thai giết hàng tri65u sinh_linh sẽ bị trời diệt yêu_thương bác_ái từ bi sẽ mãi_mãi được mọi người tử_tế phát_huy,51,0,CLEAN,2,0.7587,2,0.9173,2,0.9897,0.0063,0.004,0.9897,False,False,False
Để avata bít ngay là ngu hơn chó,để avata biết ngay là ngu hơn chó,8,2,HATE,2,0.8082,1,0.8008,1,0.9897,0.0028,0.9897,0.0076,True,False,False
"Đặng Quốc Bìng Ý thức như loằn cx chửi, có ý thức cũng kêu sợ bị chửi nên mới v",đặng_quốc_bìng ý_thức như loằn cũng chửi có ý_thức cũng kêu sợ bị chửi nên mới vậy,16,0,CLEAN,0,0.6098,1,0.5249,2,0.9897,0.0064,0.0039,0.9897,True,False,False
Cho con Nhung đó trả 400 tỷ lại cho đất nước,cho con nhung đó trả 400 tỷ lại cho đất_nước,10,0,CLEAN,0,0.71,2,0.6144,2,0.9897,0.0066,0.0037,0.9897,True,False,False
Huy Phạm vl bạn :)) khịa vl,huy_phạm vãi bạn khịa vãi,5,0,CLEAN,1,0.632,1,0.8702,1,0.9897,0.0062,0.9897,0.0041,False,False,False
"Có cc,t là bẩm sinh r :v",có cc tao là bẩm_sinh rồi vậy,7,0,CLEAN,1,0.787,2,0.5342,1,0.9897,0.0027,0.9897,0.0076,False,False,False
Chấp gì thằng thiểu năng đó Trần Ngọc Giàu ơi,chấp gì thằng thiểu_năng đó trần_ngọc giàu ơi,8,1,OFFENSIVE,0,0.52,2,0.5433,2,0.9897,0.0067,0.0036,0.9897,False,False,False
Có những đứa còn chửi kinh hơn cả page này nữa 😒 vkl xúc phạm tôn giáo còn cãi cố,có những đứa còn chửi_kinh hơn cả page này nữa vkl xúc_phạm tôn_giáo còn cãi_cố,15,0,CLEAN,2,0.9331,2,0.8403,2,0.9897,0.0059,0.0044,0.9897,False,False,False
Im ngay đi cái thằng suốt ngày chỉ đc cái nói đúng,im ngay đi cái thằng suốt ngày chỉ được cái nói đúng,12,0,CLEAN,1,0.5375,1,0.5258,2,0.9896,0.0054,0.0049,0.9896,False,False,False
"Đây là clip cũ bạn ơi, chứ lúc này bạn ấy không dám chửi như vậy nữa, nhưng phải nói...Linh cá lóc này bản chất nói năng hàm hồ, mất dạy, vơ đũa cả nắm, trùm lập...không biết thế nào là lẽ phải. Chắc bây giờ bạn ấy đã sáng mắt, dù có chút muộn màng.",đây là clip cũ bạn ơi chứ lúc này bạn ấy không dám chửi như_vậy nữa nhưng phải nói_linh cá_lóc này bản_chất nói_năng hàm_hồ mất dạy_vơ đũa cả nắm trùm lập không biết thế_nào là lẽ phải chắc bây_giờ bạn ấy đã sáng_mắt dù có chút muộn_màng,47,0,CLEAN,2,0.9117,2,0.7475,2,0.9896,0.0067,0.0037,0.9896,False,False,False
nhin cai mac hok bt la trông hay mai ma sao lôn va nô wa z troi,nhin cai_mac không bình_thường la_trông hay mai_ma sao lôn va_nô quá vậy troi,13,1,OFFENSIVE,0,0.7041,0,0.8318,2,0.9896,0.0066,0.0038,0.9896,False,False,False
Trương Xuân Yến Huỳnh Nguyễn Mỹ Phương Lê Thanh Phong Dang Nguyen Van Võ Thanh Bình hết đi đơm nha mấy con đỗ nghèo khỉ :)))),trương xuân yến huỳnh_nguyễn_mỹ_phương lê_thanh phong_dang nguyen van võ_thanh bình hết đi đơm_nha mấy con đỗ nghèo khỉ,18,0,CLEAN,2,0.7979,2,0.7261,2,0.9896,0.0069,0.0035,0.9896,False,False,False
"Trên đời này mấy thằng to xác thường được tạo hóa ban cho tính bắt nạt, chỉ một cách duy nhất trị được chúng nó là phải tỏ ra mặt mình không sợ chúng nó, sẵn sàng đập lại đến chết. Ngay cả Mỹ thời gian trước bị Thổ Nhĩ Kỳ bắn hạ drone quân sự, tụi chín",trên đời này mấy thằng to xác thường được tạo hóa_ban cho tính bắt_nạt chỉ một_cách duy_nhất trị được chúng_nó là phải tỏ ra_mặt mình không sợ chúng_nó sẵn_sàng đập lại đến chết ngay cả mỹ thời_gian trước bị thổ_nhĩ kỳ_bắn hạ_drone quân_sự tụi chín,45,0,CLEAN,2,0.9832,2,0.9579,2,0.9895,0.0069,0.0036,0.9895,False,False,False
