text,text_cleaned,length,true_label,true_name,lr_pred,bilstm_pred,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate
Đình Quang ê đẹp trai vll ra bảo xấu đcm đây mới xàm l nàyy,đình_quang ê đẹp_trai vll ra bảo xấu đcm đây mới xàm l nàyy,13,1,OFFENSIVE,1,1,2,0.4773,0.0696,0.453,0.4773
Yêu gần còn có bầu với thằng khác huống chi là đi ngoài :)),yêu gần còn có bầu với thằng khác huống_chi là đi ngoài,12,0,CLEAN,0,0,1,0.9361,0.0599,0.9361,0.004
đ nhặt đc mồm với nỗi nhục của bạn này :v,đ nhặt được mồm với nỗi nhục của bạn này vậy,11,1,OFFENSIVE,1,1,2,0.9891,0.006,0.0048,0.9891
Trung đẹp đấy mà đéo ngầu bằng tao đâu 🤪,trung_đẹp đấy mà đéo ngầu bằng tao đâu,8,0,CLEAN,0,1,1,0.5581,0.4342,0.5581,0.0077
Vấn đề ở đây là trong nước cần phải đào tạo và dân mình thất nghiệp đầy ra đó,vấn_đề ở đây là trong nước cần phải đào_tạo và dân mình thất_nghiệp đầy ra đó,16,0,CLEAN,0,0,1,0.7709,0.0839,0.7709,0.1452
ặc ặc hóng tin,ặc ặc hóng tin,4,0,CLEAN,0,0,1,0.9817,0.0154,0.9817,0.0029
Xin mời :))) to mồm đòi làm cách mạng vậy làm đi :))) lật đổ cộng sản đi :))),xin mời to_mồm đòi làm cách_mạng vậy làm đi lật_đổ cộng_sản đi,12,0,CLEAN,0,0,2,0.9819,0.0124,0.0057,0.9819
Nhìn cái mặt nó kìa. Cặn bã 🖕🖕,nhìn cái mặt nó kìa cặn bã,7,2,HATE,2,2,1,0.9486,0.0059,0.9486,0.0456
Minh Nhật chuẩn cmnr. Jack tuổi j so dislike :))) haha. K atm là ca sĩ duy nhất trên thế giới mà k cần hát mà,minh_nhật chuẩn cmnr jack tuổi gì so dislike vui không atm là ca_sĩ duy_nhất trên thế_giới mà không cần hát mà,21,2,HATE,2,2,0,0.9929,0.9929,0.0029,0.0042
Con sâu gặm tiền,con sâu gặm tiền,4,1,OFFENSIVE,1,2,2,0.9303,0.0366,0.0331,0.9303
Nhạc của Khánh nó vẫn khác. Ông nội này giả khổ thôi. Mấy cái thằng mắt lươn tin sao được.,nhạc của khánh nó vẫn khác ông nội này giả_khổ thôi mấy cái thằng mắt lươn tin sao được,19,0,CLEAN,0,0,2,0.9374,0.0565,0.0061,0.9374
Nhìn del hỉu j luôn,nhìn del_hỉu gì luôn,4,1,OFFENSIVE,1,0,0,0.9877,0.9877,0.01,0.0023
Cô nay ko con tư nao (( đê noi ),cô nay không con tư_nao đê noi,7,0,CLEAN,0,0,2,0.9684,0.0264,0.0051,0.9684
"K đc public đ/c các ông ơi,có duyên sẽ gặp thôi",không được public đ c các ông ơi có duyên sẽ gặp thôi,13,0,CLEAN,0,0,1,0.6769,0.3154,0.6769,0.0077
co lam. gi giau vay co day con lam voi con lam hoai ma ko du an,co_lam gi giau vay co_day con lam_voi con lam_hoai ma không du_an,12,0,CLEAN,0,2,2,0.5743,0.0341,0.3916,0.5743
Tao gõ chớt mẹ mày chứ ở đó mà múa . Abe said :)),tao gõ chớt mẹ mày chứ ở đó mà múa abe said,12,2,HATE,2,1,1,0.8943,0.1007,0.8943,0.0049
"Ý là bạn thích đc dí lồn vào mặt à? Vậy thì cũng giống mình. Sướng mà, nhờ 😂",ý là bạn thích được dí lồn vào mặt à vậy thì cũng giống mình sướng mà nhờ,18,2,HATE,2,2,1,0.9586,0.0112,0.9586,0.0302
đm biết cái gương đó là tiền ai mua không mà dám cắt =)) đm thằng nào cắt kính,đm biết cái gương đó là tiền ai mua không mà dám cắt đm thằng nào cắt kính,18,2,HATE,2,2,1,0.992,0.0042,0.992,0.0038
Đợi cl thêm câu địt chị m độ said :v,đợi cl thêm câu địt chị mày độ said vậy,10,1,OFFENSIVE,1,1,2,0.8054,0.0077,0.187,0.8054
Không ngờ các bác hàn quốc gian hơn e hàn sẻng .,không ngờ các bác hàn_quốc_gian hơn em hàn sẻng,9,0,CLEAN,0,0,2,0.9888,0.0078,0.0034,0.9888
lanh dao cua xhcs phat bieu hay that.dag mat wa nhi!,lanh dao cua xhcs phat bieu hay that đang mat quá nhi,12,0,CLEAN,0,1,2,0.848,0.0687,0.0833,0.848
"có tiền cứ làm,chỉ có bọn không có tiền làm mới ý kiến lọ chai",có tiền cứ làm chỉ có bọn không có tiền làm mới ý_kiến lọ chai,15,2,HATE,2,2,0,0.9937,0.9937,0.0029,0.0034
Phương Thảo đừng có thằng boom ăn bậy bạ nha m,phương_thảo đừng có thằng boom ăn bậy_bạ nha mày,9,0,CLEAN,0,0,2,0.9838,0.0126,0.0036,0.9838
Dừa cái lone lắm nghe 🙃🙃🙃,dừa cái lone lắm nghe,5,1,OFFENSIVE,1,1,0,0.9652,0.9652,0.0311,0.0038
là cò tè há mõm,là cò_tè há mõm,4,0,CLEAN,0,0,1,0.867,0.0984,0.867,0.0346
awww man khịa,aw_man khịa,2,0,CLEAN,0,1,1,0.871,0.1134,0.871,0.0156
Trym to,trym to,2,1,OFFENSIVE,1,0,0,0.9963,0.9963,0.0019,0.0018
Gucciii 🙈,guccii,1,0,CLEAN,0,0,1,0.5358,0.414,0.5358,0.0502
sao bạn nói ngta nvay. ban có giỏi bạn bỏ 500trieu ra nhu a ay di. bạn ko làm MC nổi tiếng như a ay di. cùng là con ng mà. ng nổi tiếng tiếng nói nó pai khác ng bình thường chứ. bạn thử đăng stt nvay xem có ai ủng hộ b ko. nói pai ngi b ak.,sao bạn nói ngta nvay ban có giỏi bạn bỏ 500 trieu ra nhu anh ay di_bạn không làm mc nổi_tiếng như anh ay di_cùng là con ng mà ng nổi_tiếng tiếng_nói nó pai khác ng bình_thường chứ bạn thử đăng stt nvay xem có ai ủng_hộ b không nói pai ngi b ak,54,0,CLEAN,0,2,2,0.7675,0.2206,0.0119,0.7675
Phó Chủ nhiệm UBKTTP Tân an(Long an) không có bằng cấp 3 nhưng lý luận CT rất giỏi,phó chủ_nhiệm ubkttp_tân_an long_an không có bằng_cấp 3 nhưng lý_luận ct rất giỏi,13,2,HATE,2,0,0,0.9927,0.9927,0.0032,0.0041
ngồn bồn tắm húp mì tôm thái. :)),ngồn bồn tắm húp mì tôm_thái,6,0,CLEAN,0,0,1,0.862,0.1334,0.862,0.0047
Gớm xuống top2 có 1 hôm mà unti cno gáy kinh quá tộc trưởng ak 😂,gớm xuống top2 có 1 hôm mà unti cno_gáy kinh quá_tộc trưởng ak,13,0,CLEAN,0,2,1,0.4584,0.1468,0.4584,0.3948
k rãnh loz làm gì lên xem abe,không rãnh loz làm gì lên xem abe,8,2,HATE,2,1,1,0.9921,0.0041,0.9921,0.0038
Gặp lol xỉu 3 ngày,gặp lol xỉu 3 ngày,5,0,CLEAN,0,0,1,0.9916,0.0048,0.9916,0.0036
"Với tài năng của thủ tướng cộng với trí tuệ của ông Kiên, minh tin rằng năm sau kinh tế VN sẽ hóa rồng lộn xuống thiên đường XHCN",với tài_năng của thủ_tướng cộng với trí_tuệ của ông kiên_minh tin rằng năm sau kinh_tế vn sẽ hóa rồng_lộn xuống thiên_đường xhcn,22,2,HATE,2,2,0,0.9165,0.9165,0.0067,0.0768
"chúng nó quên nhiều thứ, nhưng ăn cướp là việc chúng nó không bao giờ quên",chúng_nó quên nhiều thứ nhưng ăn_cướp là việc chúng_nó không bao_giờ quên,12,2,HATE,2,2,0,0.994,0.994,0.0028,0.0032
Cố gắng làm cán bộ.giết người ko sao nhé,cố_gắng làm cán_bộ giết người không sao nhé,8,2,HATE,2,2,1,0.8836,0.0166,0.8836,0.0998
Nghiệp Quật,nghiệp quật,2,1,OFFENSIVE,1,1,0,0.8251,0.8251,0.1668,0.0081
Trường Giang ụa . Bả biết bả nhiễm s bả đ chịu khai báo cách ly đi . Chị bả nhiễm nguy cơ lay cho bả là rất cao . Hành khánh trên chuyến bay đó cũg bị nhiễm theo . Lớn r chứ phải con nít con noi,trường giang_ụa bả biết bả nhiễm sao bả đ chịu khai_báo cách_ly đi chị bả nhiễm nguy_cơ lay cho bả là rất cao_hành_khánh trên chuyến bay đó cũg bị nhiễm theo lớn rồi chứ phải con_nít con noi,38,2,HATE,2,2,0,0.9947,0.9947,0.0014,0.0039
Troi oi ba nay ..giau wua thi noi lam gi...thoi buoi gio .giau wua thi ke di ai dau an het cua cua no..ma dua len mang phe phan..mot thoi len voi xuong cho,troi oi ba nay giau wua thi noi_lam gi_thoi buoi giờ giau wua thi ke di_ai dau an_het cua cua no ma dua len mang phe phan_mot_thoi len voi xuong cho,31,0,CLEAN,0,0,2,0.9888,0.0071,0.004,0.9888
Đồn ý kiến vs bác thớt.Thằng đó tống tiền đích cmn thực r ấy chứ.Cho vào tù nhanh hộ cái :)),đồn ý_kiến vs bác thớt thằng đó tống_tiền đích_cmn thực rồi ấy chứ cho vào tù nhanh hộ cái,19,2,HATE,2,2,1,0.8775,0.033,0.8775,0.0895
Trường t không được mặc áo dài cm ạ:))),trường tao không được mặc áo_dài cm ạ,8,0,CLEAN,0,0,1,0.9588,0.0361,0.9588,0.0051
Thùng rác mà cũng phải nhập TQ đúng là pó tay !,thùng rác mà cũng phải nhập tq đúng là pó tay,11,0,CLEAN,0,1,1,0.5902,0.4017,0.5902,0.0081
H mới bík.  Đuờq quyền là bà nỳ sáng chế,giờ mới bík đuờq quyền là bà nỳ sáng_chế,9,0,CLEAN,0,0,2,0.9703,0.0238,0.0059,0.9703
Ra đường nhớ cằm theo não,ra đường nhớ cằm theo não,6,2,HATE,2,1,0,0.9498,0.9498,0.0434,0.0068
"Chưa thử loz xách tay bao h,có thì ới 😂",chưa thử loz xách tay bao_giờ có thì ới,9,1,OFFENSIVE,1,1,0,0.9956,0.9956,0.0024,0.002
Đánh nó đi thầy,đánh nó đi thầy,4,0,CLEAN,0,0,2,0.5169,0.4432,0.0399,0.5169
Khánh Vy tạm gọi là có học nên chính tả không viết sai được như bạn ạ 😞 gà với dê mà cho vào gia súc thì chắc phải học bạn 1 khoá,khánh vy tạm gọi_là có_học nên chính_tả không viết sai được như bạn ạ gà với dê mà cho vào gia_súc thì chắc phải học bạn 1 khóa,28,0,CLEAN,0,0,2,0.5895,0.2694,0.1411,0.5895
Trân Dân.mày vê VN tao sē Công Đâu Mày....Nhơ lơi tao nói...Thương bé lăm,trân dân mày vê vn tao s công_đâu mày nhơ lơi_tao nói thương_bé lăm,14,2,HATE,2,2,0,0.992,0.992,0.0022,0.0058
Làm tí game gủng cho đỡ puồn,làm tí game gủng cho đỡ puồn,7,0,CLEAN,0,0,1,0.9813,0.0149,0.9813,0.0038
Manh thi song yeu thi chet,manh thi song yeu thi chet,6,1,OFFENSIVE,1,0,0,0.9962,0.9962,0.0019,0.0019
Ns ra làm gì để rồi lại bị vùi dập,nói ra làm gì để rồi lại bị vùi_dập,9,0,CLEAN,0,0,1,0.9328,0.0627,0.9328,0.0045
Vn ma,vn ma,2,0,CLEAN,0,0,2,0.5828,0.389,0.0283,0.5828
Sự lươn lẹo là vậy,sự lươn_lẹo là vậy,4,0,CLEAN,0,0,1,0.9679,0.0267,0.9679,0.0054
Miện giống lôm trâu,miện giống lôm trâu,4,1,OFFENSIVE,1,1,0,0.991,0.991,0.0046,0.0044
🤦‍♀️😪 mạng mẽo như cức chỗ các bác có v không,mạng mẽo như cức chỗ các bác có vậy không,10,0,CLEAN,0,1,1,0.9911,0.0037,0.9911,0.0052
muốn ckầm kảm,muốn ckầm kảm,3,0,CLEAN,0,0,1,0.9879,0.0061,0.9879,0.006
Bút hình con c,bu tao hi_nh con c,5,1,OFFENSIVE,1,0,0,0.5249,0.5249,0.4232,0.052
Sena nhìn mặc như lồn,sena nhìn mặc như lồn,5,2,HATE,2,1,1,0.9673,0.0041,0.9673,0.0286
Tốt nhất là giết bỏ đi vài thành phần óc chó đó là vừa,tốt nhất là giết bỏ đi vài thành_phần óc chó đó là vừa,13,1,OFFENSIVE,1,2,2,0.9904,0.0049,0.0046,0.9904
"Việt Nam phải khéo,  CS Việt Nam không đến nỗi ác độc như TQ đâu.  Về VN đi rồi biết,  thiệt đó.",việt_nam phải khéo có việt_nam không đến_nỗi ác_độc như tq đâu về vn đi rồi biết thiệt đó,18,0,CLEAN,0,0,2,0.9255,0.0684,0.0061,0.9255
dm éo học thì làm cc gì biết chữ,dm em o ho c thi_la mày cc gi biê tao chư,12,1,OFFENSIVE,1,2,2,0.9904,0.0057,0.004,0.9904
Bú l ngọc Trinh sẽ tinh,bú l ngọc_trinh sẽ tinh,5,2,HATE,2,2,1,0.99,0.0026,0.99,0.0073
Chị ba nói chuyện hây wa chị ba ơi,chị ba nói_chuyện hây quá chị ba ơi,8,0,CLEAN,0,0,2,0.9856,0.0109,0.0035,0.9856
Mỗi lần lên sóng là đeo vàng làm như giàu lắm hay sao mà khoe của thấy ghê.còn cái mặt mình nhìn chung ko có 1 chỗ nào thiện cảm hết.nhìn mặt là biết cái thứ đàn bà độc mồm độc miệng.hung dữ.nói tục chửi thề v...v tưởng z là hay lắm,mỗi lần lên sóng là đeo vàng làm như giàu lắm hay sao mà khoe của thấy ghê còn cái mặt mình nhìn_chung không có 1 chỗ nào thiện_cảm hết nhìn mặt là biết cái thứ đàn_bà độc_mồm độc_miệng hung_dữ nói_tục chửi thề vậy vậy tưởng vậy là hay lắm,50,2,HATE,2,2,1,0.9637,0.0045,0.9637,0.0318
Thấy ăn hại thế thì đừng làm quan,thấy ăn_hại thế thì đừng làm quan,7,0,CLEAN,0,0,1,0.9137,0.0471,0.9137,0.0391
Nguyễn Đức Ánh khôn hơn cả họ nhà m.,nguyễn_đức_ánh khôn hơn cả họ nhà mày,7,2,HATE,2,0,0,0.9756,0.9756,0.0042,0.0202
O ko thây so đsng chông dich ma con tam trang đang .,o không thây so đsng chông dich ma con tam_trang đang,11,0,CLEAN,0,0,2,0.9878,0.0089,0.0033,0.9878
Xh gìơ lợi dụng nhau mà sống đi. :),xh giờ lợi_dụng nhau mà sống đi,7,0,CLEAN,0,1,1,0.9898,0.0065,0.9898,0.0036
Cmt dau,comment dau,2,0,CLEAN,0,0,1,0.9418,0.0524,0.9418,0.0058
Ô thế thằng thớt chưa nghe vụ:Chạy 30 tỷ để làm ĐBQH ah?,ô thế thằng thớt chưa nghe vụ chạy 30 tỷ để làm đbqh à,14,0,CLEAN,0,2,2,0.9387,0.052,0.0093,0.9387
Con lam doan ko chi,con lam_doan không chi,4,0,CLEAN,0,0,2,0.986,0.0104,0.0036,0.986
Võ Công Hoàng cái lon má,võ_công_hoàng cái lon má,4,1,OFFENSIVE,1,1,2,0.9759,0.0052,0.0188,0.9759
K thích cho đi tù ở cách li cho đỡ ngột,không thích cho đi tù ở cách li cho đỡ ngột,11,0,CLEAN,0,1,1,0.4287,0.3099,0.4287,0.2614
Bố đéo rảnh tiếp chuyện vs acc clone,bố đéo rảnh tiếp_chuyện vs acc clone,7,1,OFFENSIVE,1,1,2,0.9889,0.0044,0.0067,0.9889
Áo ác vậy abe :))),áo ác vậy abe,4,0,CLEAN,0,0,2,0.9349,0.047,0.0181,0.9349
Chắc cùng cha khác ông nội vs nhung rùi !!,chắc cùng cha khác ông nội_vs nhung rồi,8,0,CLEAN,0,0,2,0.867,0.1093,0.0238,0.867
bú cu không thầy,bú cu không thầy,4,2,HATE,2,0,1,0.8727,0.01,0.8727,0.1174
Deo hieu luon :))),deo hieu luon,3,1,OFFENSIVE,1,1,0,0.9319,0.9319,0.0636,0.0045
Căng đétt :)))),căng đétt,2,0,CLEAN,0,0,1,0.9921,0.0039,0.9921,0.004
Oke Hasagi chết mọe đi 💀,oke hasagi chết mọe đi,5,1,OFFENSIVE,1,1,0,0.9958,0.9958,0.0018,0.0023
Lên báo thì giật tít vậy chứ ngoài đời ông ko phải dậy khôn bọn CA đâu. Nó chẳng chờ cho giang hồ chém nhau xong có ng báo nó mới tới ý. Ong tưởng nó vào can thiệp chắc.,lên báo thì giật tít vậy chứ ngoài đời ông không phải dậy khôn_bọn ca đâu nó chẳng chờ cho giang_hồ chém nhau xong có ng báo nó mới tới ý_ong tưởng nó vào can_thiệp chắc,36,2,HATE,2,2,0,0.6357,0.6357,0.0296,0.3347
Tụi t đéo nịnh tụi t thương cô vì tánh cô chân thật. M biết cái cc gì m nói,tụi tao đéo nịnh tụi tao thương cô vì tánh cô chân_thật mày biết cái cc gì mày nói,19,2,HATE,2,2,0,0.5385,0.5385,0.3603,0.1011
"mn làm sao thế nhỉ, chửi vậy tội thân con gái nta. Tại xem não có nảy số được để mà hiểu đâu nên thấy hay làm sao được 🙂",mọi người làm_sao thế_nhỉ chửi vậy tội_thân con gái nta tại xem não có nảy_số được để mà hiểu đâu nên thấy hay làm_sao được,25,0,CLEAN,0,0,2,0.9064,0.0772,0.0163,0.9064
Page mùi kinh :v,page mùi kinh vậy,4,0,CLEAN,0,0,1,0.9865,0.0095,0.9865,0.0039
Dân chống nhưng quan chức không chống,dân chống nhưng quan_chức không chống,6,2,HATE,2,2,0,0.9373,0.9373,0.0126,0.0501
Súc vật từ nhan sắc đến nhân cách súc phạm loài người quá đy,súc_vật từ nhan_sắc đến nhân_cách súc_phạm loài_người quá đy,9,2,HATE,2,2,1,0.9879,0.0026,0.9879,0.0095
chả lên vl anh ưi,chả lên vãi anh ưi,5,0,CLEAN,0,0,1,0.5326,0.46,0.5326,0.0075
Dkm cá chết là do k biết bơi nhá đỏ đo cái loz què̉,dkm cá chê tao là do không biê tao bơi nhá_đo đo cái loz què,15,1,OFFENSIVE,1,2,2,0.9905,0.0042,0.0053,0.9905
Mịa mất tiền mua mạng hôm qua thì lag vl hôm nay mượt đc 1 chút thì đọc đc tin này chắc tháng sau t cắt mẹ nó mạng đi,mịa mất tiền mua mạng hôm_qua thì lag_vãi hôm_nay mượt được 1 chút thì đọc được tin này chắc tháng sau tao cắt mẹ nó mạng đi,27,1,OFFENSIVE,1,1,0,0.9489,0.9489,0.026,0.0251
Thay ngáo đá,thay ngáo đá,3,2,HATE,2,1,0,0.9529,0.9529,0.0393,0.0078
Duẩn Ngọc ckat 🤣,duẩn ngọc ckat,3,0,CLEAN,0,0,2,0.5554,0.0271,0.4176,0.5554
"Ăn đc của doanh nghiệp mà dễ á :v sếp nào mà chả là người gỗ mũi dài =]] quy trình chỉ nằm trên biển hiệu :v vi phạm thì ko xử lý ! Làm thuê , quyền hạn ít thì phải chịu !",ăn được của doanh_nghiệp mà dễ á vậy sếp nào mà chả là người gỗ mũi dài quy_trình chỉ nằm trên biển_hiệu vậy vi_phạm thì không xử_lý làm_thuê quyền_hạn ít thì phải chịu,33,0,CLEAN,0,0,2,0.9344,0.0222,0.0434,0.9344
Không có nên chửi người ta là bắt ky! Hồn láo toét miệng lưỡi quá! Khẩu nghiệp quả báo sớm lắm,không có nên chửi người ta là bắt ky_hồn láo_toét miệng lưỡi quá khẩu_nghiệp quả báo sớm lắm,18,2,HATE,2,2,1,0.9834,0.0111,0.9834,0.0054
Các hãng nổi tiếng calvin gucci chanel đều bên nước ngoài mắc gì đem về vn cho nhỏ đó tri ân tri nghĩa....có ăn qq quá ai nói Gì cũng tin biết cuộc đời sài chai nước hoa chính hãng chưa nữa,các hãng nổi_tiếng calvin gucci chanel đều bên nước_ngoài mắc gì đem về vn cho nhỏ đó tri_ân_tri_nghĩa có ăn_qq quá ai nói gì cũng tin biết cuộc_đời sài chai nước_hoa chính hãng chưa nữa,35,1,OFFENSIVE,1,0,0,0.9959,0.9959,0.0022,0.0019
Tộc Trưởng Buồi To Như Lõi Giấy Vệ Sinh nghỉ lễ 2/9 vui vẻ,tộc trưởng buồi to như lõi giấy vệ_sinh nghỉ lễ 2 9 vui_vẻ,13,0,CLEAN,0,0,2,0.9891,0.0068,0.0041,0.9891
Đrr á🤣🤣,đrr á,2,0,CLEAN,0,0,1,0.9919,0.0034,0.9919,0.0047
"Đồng chí cục trưởng chuẩn bị ăn tối món ""chao xả gich"" với đồng chí cấp phó",đồng_chí cục trưởng chuẩn_bị ăn tối món chao xả gich với đồng_chí cấp phó,14,2,HATE,2,0,0,0.9934,0.9934,0.0017,0.0048
Huyền sạc hít khế :)),huyền_sạc hít khế,3,0,CLEAN,0,1,1,0.5163,0.4242,0.5163,0.0595
Page này của việt tân à ? Toàn đấy nz đến lật đổ xhcn là sao ?,page này của việt_tân à toàn đấy nz đến lật_đổ xhcn là sao,13,0,CLEAN,0,2,2,0.9842,0.0122,0.0036,0.9842
"Đặng Quốc Bìng Ý thức như loằn cx chửi, có ý thức cũng kêu sợ bị chửi nên mới v",đặng_quốc_bìng ý_thức như loằn cũng chửi có ý_thức cũng kêu sợ bị chửi nên mới vậy,16,0,CLEAN,0,1,2,0.9897,0.0064,0.0039,0.9897
Thêm Bùi. Phương Gemi. Việt nam sài cái này lâu lắc lâu lơ rồi . Giờ bên Hàn nó ms sài kìa. @@,thêm bùi_phương gemi việt_nam sài cái này lâu_lắc lâu_lơ rồi giờ bên hàn nó mới sài kìa,17,0,CLEAN,0,0,2,0.8874,0.0861,0.0265,0.8874
Chết đi ông ơii,chết đi ông ơii,4,1,OFFENSIVE,1,0,0,0.8843,0.8843,0.023,0.0928
chỉ để kiếm chút tiền bằng cách vá xe thay lốp ...người ta sẵn sàng giết người !,chỉ để kiếm chút tiền bằng cách vá xe thay lốp người ta sẵn_sàng giết người,16,0,CLEAN,0,0,1,0.7384,0.2526,0.7384,0.009
Đụ kía... cho cây vàng làm đẹp xong ... cái tánh tui hay trêu... xong giận đời lại tháo ra hay gì,đụ kía cho cây vàng làm_đẹp xong cái tánh tui hay trêu xong giận_đời lại tháo ra hay gì,19,0,CLEAN,0,1,1,0.9881,0.0079,0.9881,0.004
Chứ dân thường có gì để ng khác đút lót ????,chứ dân_thường có gì để ng khác đút_lót,8,0,CLEAN,0,0,2,0.5804,0.1846,0.235,0.5804
Đức Tiến anh t phản dame :)),đức tiến anh tao phản_dame,5,0,CLEAN,0,0,2,0.8173,0.1671,0.0156,0.8173
đúng là ngu dân,đúng là ngu dân,4,2,HATE,2,1,1,0.6975,0.0063,0.6975,0.2962
Nặng vc 😃,nặng vc,2,0,CLEAN,0,1,1,0.9869,0.0097,0.9869,0.0034
Ông này chắc là bọn Tân thiên địa nằm vùng bên mình rồi....,ông này chắc là bọn tân_thiên_địa nằm vùng bên mình rồi,11,2,HATE,2,2,0,0.8579,0.8579,0.006,0.136
Thanh xuân như một cái đụ,thanh_xuân như một cái đụ,5,0,CLEAN,0,1,1,0.9923,0.0039,0.9923,0.0038
Dung Dương phải nghe a tiệp nói ing lích cơ mới buồn cười 🤣,dung_dương phải nghe anh tiệp nói ing lích_cơ mới buồn_cười,10,0,CLEAN,0,0,1,0.4181,0.2822,0.4181,0.2997
Mấy bóng khung,mấy bóng khung,3,2,HATE,2,2,0,0.9837,0.9837,0.0034,0.0129
BÀ THÁI ANH VĂN RẤT GIẢN DỊ VÀ GẦN GŨI VỚI DÂN _ NHƯNG RẤT KIÊN TRUNG _KIÊN CƯỜNG TRƯỚC KẺ THÙ _ BÀ LÀ TẤM GƯƠNG SÁNG CHO RẤT NHIỀU ĐỨA HÈN VỚI GIẶC ÁC VỚI DÂN THAM HƠN SÚC VẬT SOI VÀO ĐỂ THAY TÂM ĐỔI TÍNH,bà thái anh văn rất giản_dị và gần_gũi với dân nhưng rất kiên_trung kiên_cường trước kẻ_thù bà là tấm gương sáng cho rất nhiều đứa hèn với giặc ác với dân tham hơn súc_vật soi vào để thay_tâm đổi tính,40,2,HATE,2,2,0,0.6206,0.6206,0.0646,0.3147
"Tran Manh T vẫn ko nghĩ có thể lây cho hơn chục ng khi chỉ ngồi cùng chuyến bay như vậy đc, vì muốn lây lan cũng cần p đủ nồng độ virus và tg tx nhất định",tran_manh tao vâ n không nghi_co thê_lây cho hơn chu_c ng khi chi ngô i cu ng chuyê n bay như vâ_y được vi_muô n lây_lan cu ng câ n p đu_nô ng_đô virus va tg tx nhâ tao đi nh,41,0,CLEAN,0,0,2,0.7651,0.2162,0.0187,0.7651
K thể chấp nhận đc....,không_thể chấp_nhận được,3,0,CLEAN,0,0,1,0.9693,0.0257,0.9693,0.005
Phạm Văn Lộc phát biểu hay nhưng mà là “yên nghỉ” nha dm😞,phạm_văn_lộc phát_biểu hay nhưng_mà là yên_nghỉ nha dm,8,1,OFFENSIVE,1,1,0,0.882,0.882,0.0882,0.0298
Do thiếu lozz ngọc trinh nên hôm qua tiệp hơi nông nỗi,do thiếu lozz ngọc_trinh nên hôm_qua tiệp_hơi nông_nỗi,8,2,HATE,2,2,1,0.9791,0.0123,0.9791,0.0086
Dạo này không thấy bọn dlv vào chửi phản động nữa nhỉ. Hay tiền lương thấp quá không đủ nên chuồn rồi.,da o na_y không thâ y_bo n dlv va_o chư i pha n_đô ng nư anh nhi hay tiê n lương thâ p qua không đu nên chuô n rô i,31,2,HATE,2,2,0,0.9414,0.9414,0.0138,0.0448
Coi muốn cười muốn ỉa luôn z trời đmmmm,coi muốn cười muốn ỉa luôn vậy trời đm,9,0,CLEAN,0,0,1,0.9857,0.0112,0.9857,0.003
@To Nhu Nguyen giả đầu m t sài r nha,to nhu_nguyen giả đầu mày tao sài rồi nha,9,2,HATE,2,2,0,0.9944,0.9944,0.002,0.0036
Mẹc si sa đéc :)),mẹc si_sa đéc,3,0,CLEAN,0,0,2,0.9589,0.0224,0.0187,0.9589
"ĐN đúng là TP gương mẫu, khổ cho cái SG vs HN",đn đúng là tp gương_mẫu khổ cho cái sg vs hn,11,0,CLEAN,0,1,2,0.9575,0.0179,0.0246,0.9575
Xong quả dịch này đề nghị nhà nước cất bé đó đi 1 thời gian nhé,xong quả dịch này đề_nghị nhà_nước cất_bé đó đi 1 thời_gian nhé,12,0,CLEAN,0,0,2,0.7388,0.2417,0.0196,0.7388
Mắc ói,mắc ói,2,1,OFFENSIVE,1,1,0,0.994,0.994,0.0041,0.0018
Vâng JAV,vâng jav,2,0,CLEAN,0,0,1,0.9874,0.0078,0.9874,0.0047
thối quá rồi,thối quá rồi,3,0,CLEAN,0,0,1,0.9877,0.0071,0.9877,0.0052
Nk,nk,1,0,CLEAN,0,0,1,0.8453,0.1498,0.8453,0.0049
"chia ra thôi, bán miền bắc cho tq cho dễ =)))",chia ra thôi bán miền bắc cho tq cho dễ,10,0,CLEAN,0,1,2,0.9578,0.0322,0.01,0.9578
"Né rồi sao mà học , học ngu sao :))",né rồi sao mà học học ngu sao,8,0,CLEAN,0,2,1,0.8911,0.0944,0.8911,0.0145
"Khuyên các em là em nào học lực trung bình ham chơi mà đỏ chép đc bài thì cũng vào mấy trường trung trung thôi , vào mấy trường khó đéo ra được trường đâu , như a chẳng hạn :((",khuyên các em là em nào học_lực trung_bình ham chơi mà đỏ_chép được bài thì cũng vào mấy trường trung_trung thôi vào mấy trường khó đéo ra được trường đâu như anh chẳng_hạn,33,0,CLEAN,0,1,1,0.8465,0.1249,0.8465,0.0286
Nhìn như con bóng lải cái 🤣,nhìn như con bóng lải cái,6,1,OFFENSIVE,1,2,2,0.9883,0.0059,0.0058,0.9883
Lú TBT,lú tbt,2,0,CLEAN,0,1,1,0.9333,0.0446,0.9333,0.0221
Ong nay ma biet j troi,ong nay ma_biet gì troi,5,0,CLEAN,0,0,2,0.7647,0.2,0.0353,0.7647
Mẹ chị chết để chị 100 cây vàng cái chị giàu luôn😂😂,mẹ chị chết để chị 100 cây vàng cái chị giàu luôn,12,0,CLEAN,0,2,2,0.6355,0.217,0.1474,0.6355
Trường Giang bạn làm như Nhung là con nít =))))),trường giang_bạn làm như nhung là con_nít,7,0,CLEAN,0,0,2,0.9485,0.0444,0.0071,0.9485
